ticket_id,customer_id,created_at,category,channel,priority,first_response_time_hours,resolution_time_hours,is_open,breached_sla,summary
T_HY4H350P,C_EHE2ATN2,2025-05-05T01:18:00,Integration,chat,high,9.570697859801708,45.044128329524085,0,0,Invoice mismatch
T_NWPAYTXW,C_KOTCKEH5,2025-01-19T23:43:00,Login,email,urgent,5.285151006235858,6.227826449750498,0,1,Invoice mismatch
T_H024KWK5,C_NY181ACJ,2025-05-30T01:44:00,Security,email,urgent,18.78008788941209,38.91501920519007,0,1,Request export option
T_OXSFH4GG,C_XJVE3DZE,2025-06-15T11:00:00,Performance,chat,low,4.961646314807022,13.158251373025642,0,0,Refund request
T_KCGRLXYF,C_VFFQOT8H,2025-05-26T01:54:00,Security,web,low,15.402790441391343,33.942317466508,0,0,App crash
T_Q1RDXCK3,C_3P15AHDB,2025-04-04T10:27:00,Login,email,high,4.041722844939414,5.852410986531511,0,0,Refund request
T_Q1NI10KQ,C_KTMONRVB,2025-05-18T06:16:00,Integration,email,low,33.35578545636609,46.84958672185652,0,0,Invoice mismatch
T_RMHRCNBH,C_HZLM72JE,2025-01-24T12:23:00,Performance,email,medium,14.14284137645787,17.667452163017746,0,0,Slow dashboard
T_NNV6CJ9I,C_7ZJ3SWEB,2025-04-03T12:30:00,Feature,email,low,28.42980400592072,33.5675630428361,0,0,Suspicious login
T_OLEYRVXO,C_6VASIFPW,2025-04-01T11:31:00,Security,web,low,15.829341406215265,15.186392847232684,0,0,App crash
T_W5038HVQ,C_Z15BCW79,2025-01-12T04:36:00,Performance,chat,medium,10.269095729819988,8.741045873635791,0,0,Refund request
T_4SPFDRWB,C_TCS1K9YE,2025-02-13T07:53:00,Feature,chat,medium,12.687177904395313,20.56219305454282,0,0,Request export option
T_I22NV01Z,C_4LTAHUKW,2025-05-17T16:48:00,Billing,email,urgent,14.059639090194667,20.230101424169646,0,1,Request export option
T_2ODPVJTU,C_8KXO9T7E,2025-04-19T04:16:00,Feature,chat,low,13.959256199756677,39.24099580042581,0,0,Invoice mismatch
T_E5EI28DS,C_6DDFGS3J,2025-03-12T21:25:00,Security,chat,urgent,5.993112907897624,16.87029428674015,0,1,App crash
T_CBN9WSZV,C_AOIM458A,2025-03-28T17:39:00,Integration,email,medium,8.453454070846295,29.12924363955871,0,0,Slow dashboard
T_AF92MOVS,C_G1R1DWWO,2025-02-14T20:31:00,Feature,email,medium,14.329794064852754,20.350527092494776,0,0,Slow dashboard
T_MESJT2JP,C_IXZAREIY,2025-01-18T02:35:00,Bug,phone,high,9.578122602577182,16.76601757407722,0,0,Request export option
T_IL8SA3ID,C_GH8RIEC4,2025-05-25T15:49:00,Login,phone,urgent,9.70781105534488,12.479480824462955,0,1,Request export option
T_I44M2EC8,C_ADO8E7FL,2025-03-29T02:35:00,Login,web,high,2.1383384154372047,17.403755050445948,0,0,Refund request
T_KHUB2RTS,C_9V20YAR8,2025-06-07T00:48:00,Security,email,urgent,5.73204936377017,37.23115576549399,0,1,App crash
T_MGPP1NOQ,C_1J6FP8HQ,2025-06-25T05:29:00,Billing,web,high,2.951094021997049,8.031368639827207,0,0,Slow dashboard
T_4SZ2KUUO,C_H5CSK30L,2025-02-03T18:43:00,Login,email,high,11.74719399420997,22.66365966129471,0,0,Invoice mismatch
T_8HUXG2MY,C_VWVM4W3Z,2025-02-11T01:13:00,Security,phone,urgent,6.293339817547228,20.762120414911983,0,1,App crash
T_CMLXZVO5,C_71HSSBEL,2025-04-25T02:24:00,Performance,phone,urgent,4.745271838254928,19.87328231665507,0,1,Webhook failing
T_5TAO1CJF,C_OZJCNS6G,2025-04-03T23:37:00,Performance,web,urgent,2.7934687143802357,29.871075587442395,0,0,Refund request
T_TE8TVQ05,C_RUIN3OEU,2025-04-10T09:14:00,Login,phone,urgent,3.140726688584373,14.20575999256274,0,0,Request export option
T_4MQA78RA,C_Y8N1UTOX,2025-05-15T20:40:00,Performance,phone,high,,9.85943129314265,0,0,Refund request
T_163YK03O,C_N2Y8FV2B,2025-03-16T19:14:00,Security,email,high,8.507272902855194,40.227183237913714,0,0,Refund request
T_PADAHP2R,C_ICJDAN08,2025-01-18T05:08:00,Bug,email,urgent,7.35629572570999,5.0002011657648,0,1,Refund request
T_I9H0DXHO,C_N23Y30YS,2025-04-29T22:50:00,Billing,phone,low,2.5853234087088905,9.71187356774435,0,0,Suspicious login
T_VOI8UYYF,C_9XXAYPNT,2025-03-21T10:10:00,Integration,email,low,10.703171578113466,12.319187080201672,0,0,Webhook failing
T_XM60AN0J,C_CZUCQMRU,2025-01-23T07:10:00,Feature,email,urgent,13.156836682801536,50.81172821390368,0,1,Refund request
T_TQ3TQ1S0,C_C11ERTJ5,2025-05-05T22:28:00,Performance,phone,urgent,3.542856539446867,15.969916569369648,0,0,Suspicious login
T_OLDXB7GB,C_P9P9W4J6,2025-01-05T19:54:00,Bug,chat,urgent,15.061871844003722,14.851813909466262,0,1,Request export option
T_73QXM063,C_0YNCXLL4,2025-05-05T06:06:00,Billing,web,urgent,4.233793057393039,5.4758474211675505,0,1,Invoice mismatch
T_G0ODWMQX,C_8IJL2Z0L,2025-01-15T19:17:00,Performance,email,low,10.308130091430433,10.335096828511388,0,0,Refund request
T_UH17J8QO,C_P9P9W4J6,2025-01-27T05:50:00,Login,web,high,10.318925472326303,24.191694600950886,0,0,Webhook failing
T_MENUI3DO,C_A100QXMC,2025-01-09T09:38:00,Billing,chat,high,3.143774231940091,16.92342176331026,0,0,Slow dashboard
T_7M5P7E10,C_JOA21A6X,2025-02-25T23:04:00,Integration,phone,urgent,7.693635299575599,17.23940430976871,0,1,Webhook failing
T_81UDP2FM,C_F0I9G5DZ,2025-06-04T00:40:00,Security,web,low,11.427422541043436,9.106114768100035,0,0,Refund request
T_U9SIJPYU,C_1RSRLA8S,2025-05-27T23:03:00,Performance,web,high,5.669636861286309,8.354235890640439,0,0,Slow dashboard
T_2WP7IYF0,C_OKEP7Y6W,2025-06-21T13:27:00,Bug,phone,medium,4.628667074246957,,1,0,App crash
T_1TW9ZYN6,C_4DPJA1WJ,2025-01-29T23:03:00,Login,chat,high,2.72113322008774,,1,0,Refund request
T_X6MDK5N9,C_5G79OR78,2025-01-12T08:10:00,Billing,phone,medium,7.004135460607507,,1,0,Webhook failing
T_AYMK99JC,C_HZLM72JE,2025-01-26T10:31:00,Security,email,medium,18.089114127519807,,1,0,Slow dashboard
T_IF86LTHE,C_XPJ4HNRI,2025-04-10T00:35:00,Bug,chat,medium,6.502520293565571,21.220081958251317,0,0,Webhook failing
T_EL5015OO,C_6ZLE6KWH,2025-06-25T06:55:00,Login,phone,medium,2.95127770384212,11.672025020206785,0,0,Refund request
T_GB1AJO09,C_DY4LMCT6,2025-06-13T23:17:00,Login,chat,low,8.02209070956134,10.597167999847777,0,0,Refund request
T_S52SQ3B9,C_NY181ACJ,2025-02-22T02:11:00,Feature,web,high,8.083267115945215,50.31247101035157,0,0,Request export option
T_SF3Q0E27,C_IYTWBOZD,2025-05-18T12:47:00,Billing,web,low,5.706226375129996,13.047564517962385,0,0,Refund request
T_EEQNSN2S,C_LQBMAE38,2025-05-20T04:25:00,Feature,phone,urgent,2.1035947082423165,5.932115308964179,0,0,Webhook failing
T_KG68A1AR,C_L3GYWIYM,2025-02-10T12:35:00,Feature,email,urgent,27.391406225240345,9.129829293321,0,1,Request export option
T_3HGBMFBU,C_WW4FYB8D,2025-05-20T00:38:00,Feature,chat,medium,12.065912506737392,6.112535016799074,0,0,Refund request
T_0MB1L631,C_R7TXCB48,2025-03-18T10:58:00,Billing,email,low,6.4054272811685715,13.449480635774314,0,0,Slow dashboard
T_TD0V2ZP4,C_828XG8Y7,2025-05-21T02:18:00,Feature,chat,low,18.473187320074885,24.490994219355944,0,0,Slow dashboard
T_Q20HWOBM,C_Y0BVR6K2,2025-05-15T18:39:00,Bug,chat,urgent,4.643585489753506,5.011938991555663,0,1,Webhook failing
T_WBGLMY62,C_0IQ2FA39,2025-06-13T06:00:00,Integration,chat,high,4.714409867581999,16.08874698239396,0,0,Invoice mismatch
T_HY25M8KB,C_CJIWVHDK,2025-02-04T15:09:00,Integration,web,high,10.390039171682895,6.498118827373256,0,0,Slow dashboard
T_N3KSGNBH,C_GH8RIEC4,2025-06-10T17:53:00,Login,web,medium,10.313272428882678,17.991430952878655,0,0,Invoice mismatch
T_ELB45L6D,C_ID25OWF7,2025-04-24T16:01:00,Security,web,medium,14.217902151448268,25.595114409091227,0,0,Webhook failing
T_8UDTTJ72,C_L00EZZF8,2025-06-18T23:19:00,Billing,phone,medium,2.750026972151151,4.819916746628585,0,0,Invoice mismatch
T_ZYT91QE3,C_H5CSK30L,2025-03-04T05:04:00,Bug,phone,urgent,3.4791516459513,16.6578870931971,0,0,Request export option
T_25QBRMQG,C_NMJQY3OD,2025-06-28T14:06:00,Feature,phone,urgent,2.7423475481636794,19.94575959511709,0,0,App crash
T_RCHYP9UM,C_L00EZZF8,2025-03-31T19:36:00,Login,email,urgent,2.327514350294601,8.070725156173422,0,0,Request export option
T_31NRXD35,C_GYSPENGW,2025-03-02T05:42:00,Integration,email,urgent,3.2262928745896975,5.6211996197580305,0,0,App crash
T_77Z69UWS,C_FLSE45BG,2025-06-12T00:48:00,Login,chat,urgent,2.843881091455453,2.988271487914797,0,0,App crash
T_PHGFT4MP,C_LYE088O9,2025-02-02T09:03:00,Bug,email,urgent,48.95079409002043,17.085183316549283,0,1,Request export option
T_GVU4ISOT,C_MOGE4QXX,2025-06-21T04:08:00,Billing,email,low,6.690280452940853,11.965611495771565,0,0,Request export option
T_C6DR08CW,C_PSFNKOMV,2025-01-09T01:36:00,Feature,phone,urgent,65.70190143018387,91.68127572026609,0,1,Suspicious login
T_VK2JWUUX,C_VFFQOT8H,2025-05-29T09:39:00,Billing,phone,low,5.499680675694292,13.107815000011815,0,0,Suspicious login
T_60XNG2IG,C_EUC1HH5L,2025-06-09T00:18:00,Feature,email,medium,8.548196778739694,9.209106735660882,0,0,Suspicious login
T_X1EGOK01,C_74QGEFQJ,2025-01-09T10:05:00,Login,chat,urgent,3.5624748968762354,15.531871064980923,0,0,Refund request
T_B7W8P74M,C_1G463SDY,2025-03-01T12:43:00,Integration,web,urgent,4.61072181257561,4.388662211019016,0,1,Request export option
T_AACOSYM0,C_GET8T63J,2025-01-26T08:41:00,Performance,web,urgent,15.867928123194085,22.522900001903448,0,1,App crash
T_GDGKXCQ9,C_I6FQJJA2,2025-02-19T01:01:00,Performance,email,low,25.162549367339214,40.57278576959688,0,0,Webhook failing
T_XDTPWDPJ,C_L00EZZF8,2025-04-20T22:57:00,Integration,phone,high,8.000300215826499,9.858197775069597,0,0,Request export option
T_7RP422TA,C_Q85JSG65,2025-01-19T02:36:00,Integration,phone,urgent,1.8524054624773012,9.540896277988596,0,0,App crash
T_HT8XKODY,C_3KK0VM59,2025-06-26T15:07:00,Performance,phone,high,5.24058919702442,31.539869497828956,0,0,Invoice mismatch
T_C2BE3YQY,C_71HSSBEL,2025-01-22T20:28:00,Integration,chat,medium,5.864377403950231,13.578516066340075,0,0,Suspicious login
T_W4C3EVWC,C_DTG5NQJQ,2025-05-18T04:47:00,Performance,chat,low,15.977202516338618,12.749119945281482,0,0,Invoice mismatch
T_7BD4W1AR,C_X7PTX63C,2025-04-20T10:51:00,Security,web,high,4.287306052301284,5.284709900776848,0,0,Refund request
T_VBGR8W2M,C_HV3A3ZMF,2025-01-02T05:59:00,Billing,phone,urgent,6.408958307360753,5.932008908777801,0,1,App crash
T_YBXKPM21,C_HV3A3ZMF,2025-05-23T07:12:00,Billing,email,high,6.877893362052039,6.017525049521879,0,0,Suspicious login
T_DIIOH6CV,C_9XPSEIMV,2025-01-27T23:03:00,Performance,chat,medium,15.737135292362073,23.06013268366782,0,0,Refund request
T_QP1HKF28,C_DPPQ0Y9D,2025-04-22T04:13:00,Performance,web,medium,11.50739804842812,12.004221743839569,0,0,Webhook failing
T_ILU6VFUA,C_FLSE45BG,2025-02-13T18:35:00,Security,chat,low,9.756377004250139,10.127186438746273,0,0,Request export option
T_OHMI9AYF,C_9XPSEIMV,2025-01-11T15:46:00,Security,email,urgent,9.26613488985941,31.623064354494872,0,1,Refund request
T_TK1ZWUHY,C_KTSG7FXZ,2025-05-27T23:37:00,Billing,web,urgent,1.7614293535675565,5.457527206753262,0,0,Suspicious login
T_EMTX015Z,C_U4DTBH55,2025-03-27T23:59:00,Billing,phone,low,3.6138657400229888,6.197586760617742,0,0,Slow dashboard
T_KW2837C6,C_0KB68RER,2025-02-27T10:22:00,Bug,web,high,4.521500042462868,11.666774207696061,0,0,Request export option
T_Y7RP0AGA,C_KTSG7FXZ,2025-01-23T02:25:00,Login,phone,low,3.331508826664678,8.083951265253605,0,0,Slow dashboard
T_2GJR81BM,C_ZB4LDIMS,2025-03-01T16:41:00,Bug,web,urgent,19.31275540647036,31.522708512888435,0,1,Slow dashboard
T_X9FQ9TEA,C_BEFFLZM7,2025-02-12T19:59:00,Login,phone,medium,7.168133824826073,8.876650058225088,0,0,App crash
T_Y207MERB,C_0IT26YS4,2025-05-08T04:29:00,Bug,chat,low,21.61855864274301,29.182024037810052,0,0,App crash
T_1HD4Y89O,C_LK3E4XYF,2025-05-22T03:19:00,Billing,web,medium,7.174515949886353,,1,0,Webhook failing
T_D0P92K38,C_F90KM3TZ,2025-03-23T19:38:00,Performance,email,high,5.590981138187456,11.468622692296474,0,0,App crash
T_1EGNTB34,C_9RR7S20C,2025-04-17T04:53:00,Performance,email,medium,6.082419898533176,6.470405879279388,0,0,App crash
T_RYIEJ9C0,C_YR6CCVCJ,2025-05-07T17:47:00,Feature,chat,low,15.88983144113344,30.855433837204643,0,0,Invoice mismatch
T_5EFJP6MK,C_OFN1R4KZ,2025-05-04T18:27:00,Security,phone,urgent,2.37706950082176,,1,0,App crash
T_DU3ASNRM,C_74QGEFQJ,2025-06-13T02:32:00,Login,chat,low,6.3607703566121785,3.08448329274,0,0,Suspicious login
T_37RLN36V,C_F60YKNFU,2025-02-11T03:13:00,Login,chat,medium,9.27592737922206,26.04924949020578,0,0,Suspicious login
T_HBXVQ6BK,C_W4YCZ04C,2025-03-29T05:45:00,Bug,email,low,9.091967763264933,36.658988117189644,0,0,Invoice mismatch
T_SC31TZ8G,C_30T9NT3W,2025-01-25T03:58:00,Performance,chat,medium,6.028717232719512,26.844775320520576,0,0,Refund request
T_LQSRNKZC,C_NY181ACJ,2025-05-18T00:46:00,Billing,chat,urgent,2.1527917986646274,4.9568983015894945,0,0,Refund request
T_AYYOSYEO,C_9V20YAR8,2025-01-30T12:18:00,Feature,phone,urgent,2.5625021953477307,6.789320900817585,0,0,Suspicious login
T_127MY89S,C_GYSPENGW,2025-06-01T03:47:00,Login,email,urgent,12.706725455731453,52.85020333998647,0,1,App crash
T_WDC112HX,C_OUAXEQBN,2025-04-27T03:07:00,Bug,web,urgent,10.946627019712933,,1,1,Refund request
T_ZREZRDYX,C_F90KM3TZ,2025-05-10T08:34:00,Bug,email,low,6.105855588052236,11.920095152874364,0,0,Refund request
T_4M0A6MDM,C_13CD5GLQ,2025-05-19T18:30:00,Feature,chat,low,7.645087297277044,18.007492738388592,0,0,App crash
T_Q5U6JZV9,C_C3C54WSQ,2025-04-16T11:03:00,Integration,chat,medium,5.4611613809572495,58.75625745717574,0,0,Invoice mismatch
T_HW9C4HJK,C_GH8RIEC4,2025-05-27T12:20:00,Performance,email,urgent,1.766736274282521,10.361553465929727,0,0,App crash
T_2PTHOWQ1,C_H5CSK30L,2025-04-13T07:39:00,Integration,email,low,18.125110146608304,23.566857854097698,0,0,App crash
T_CHQI014O,C_T1GHR09S,2025-01-05T20:45:00,Performance,chat,urgent,7.880024272042249,15.840950106731693,0,1,Suspicious login
T_LR9P6HJB,C_0T6DVWRB,2025-01-17T20:13:00,Security,web,urgent,30.457297870589034,38.27755392049572,0,1,Invoice mismatch
T_IUSEXU1S,C_TIRC9ZD7,2025-03-13T21:35:00,Login,email,urgent,7.5086818160455655,39.04843164213885,0,1,Invoice mismatch
T_VRN8LPY8,C_WW4FYB8D,2025-01-24T07:38:00,Billing,phone,high,11.050999192276729,9.057657286276095,0,0,Refund request
T_6YTIPA87,C_6ZS62YWE,2025-02-07T11:30:00,Integration,phone,urgent,14.635181234393396,29.33878963335685,0,1,Slow dashboard
T_R07LP7DF,C_JOA21A6X,2025-03-07T09:05:00,Security,chat,urgent,26.604910552635218,46.72316398238675,0,1,Invoice mismatch
T_LCFS8314,C_Y0BVR6K2,2025-05-10T02:22:00,Feature,phone,urgent,8.962480935067285,8.844559579741409,0,1,Webhook failing
T_5I87XW69,C_13CD5GLQ,2025-04-16T10:28:00,Feature,chat,high,2.9695743152194694,9.138204164431276,0,0,App crash
T_YEZG52KR,C_XFGCAQVK,2025-03-09T22:54:00,Login,email,urgent,4.361813624951102,9.71169804674319,0,1,Slow dashboard
T_XDQ59OHN,C_60RJIW1S,2025-04-21T06:38:00,Login,phone,medium,5.335175649895756,7.265539440473437,0,0,Slow dashboard
T_6BGGRMQD,C_9RR7S20C,2025-06-02T08:04:00,Billing,email,low,5.516105628364561,4.446803525506211,0,0,App crash
T_GBGQFQE6,C_3P91I3VM,2025-05-16T13:09:00,Bug,email,urgent,14.419022509790015,25.46196442935951,0,1,Suspicious login
T_XH9A1G7I,C_9V20YAR8,2025-01-11T14:22:00,Integration,web,urgent,5.234938153807412,21.06498106972131,0,1,Refund request
T_ZRWJXLBW,C_WW4FYB8D,2025-06-23T03:56:00,Bug,email,urgent,16.713810419541854,135.22612095487563,0,1,Suspicious login
T_5D4F2K1X,C_3C9XQYM5,2025-03-25T23:46:00,Security,chat,medium,4.364429700826395,15.653575286742464,0,0,Invoice mismatch
T_13WPPBMQ,C_31YIHAIR,2025-03-18T15:51:00,Feature,phone,medium,8.8267763306405,9.039406038209153,0,0,Request export option
T_PUT7SSOQ,C_96QE3RZS,2025-06-15T21:45:00,Login,web,low,5.220013842973666,9.396205670082754,0,0,Refund request
T_01Q3M73H,C_RUJOQW5D,2025-05-26T08:22:00,Bug,email,low,6.320883141748629,7.482079910638708,0,0,Invoice mismatch
T_0K3WY8Y2,C_X7EEDTJV,2025-06-04T08:55:00,Integration,email,urgent,8.908999990010832,8.29869917860481,0,1,Webhook failing
T_W2GKQRAF,C_C56T4UFE,2025-02-02T04:00:00,Login,email,low,9.718440889659712,,1,0,Request export option
T_OS0765IC,C_UHZ1GV0E,2025-06-29T14:31:00,Feature,email,urgent,5.467868685044463,52.5680898593365,0,1,Slow dashboard
T_0QPSVY74,C_G0FN9XUY,2025-04-19T18:20:00,Performance,email,urgent,15.010916801681885,17.86642839330549,0,1,App crash
T_DRGFR27R,C_82795E5I,2025-06-18T14:08:00,Bug,web,urgent,11.413957884064493,75.04156160571017,0,1,Suspicious login
T_9211U645,C_3NX39RBS,2025-02-23T17:03:00,Billing,phone,high,2.3525094342724757,2.9293415583107083,0,0,Slow dashboard
T_FKPS0DXM,C_R7TXCB48,2025-06-21T03:45:00,Billing,web,urgent,5.287883839653473,9.686765417322551,0,1,Refund request
T_F1PI2OOQ,C_VZ41NAM1,2025-02-01T06:28:00,Feature,email,medium,15.78614185519729,13.02300833798027,0,0,Webhook failing
T_1XX6CWZX,C_ICJDAN08,2025-05-13T21:23:00,Billing,web,medium,13.855226468035234,7.422444685408818,0,0,Request export option
T_PM3X15DT,C_5RH8LX6D,2025-03-17T13:25:00,Integration,phone,high,4.459384150025857,18.459305584389334,0,0,Refund request
T_KPS04JSE,C_NS832EJX,2025-02-02T16:34:00,Bug,chat,low,11.025575832207162,18.595946193952976,0,0,Suspicious login
T_KY3UFN0D,C_NY181ACJ,2025-06-16T03:28:00,Bug,email,urgent,5.7143635832255635,16.643566581811402,0,1,Webhook failing
T_W9Y80PFS,C_IYTWBOZD,2025-05-30T06:52:00,Security,phone,urgent,5.9680574474142585,15.993654406877493,0,1,Slow dashboard
T_UBFN9KR2,C_71HSSBEL,2025-04-28T04:45:00,Performance,email,medium,11.514856472561824,37.06552244924496,0,0,Invoice mismatch
T_UU62RZV1,C_TVHHPBMY,2025-05-31T13:03:00,Bug,phone,medium,2.959551470237761,,1,0,Slow dashboard
T_YPJDFAW1,C_1ZXYVGIU,2025-06-12T14:48:00,Feature,web,medium,11.986546353502593,23.966552738301633,0,0,Refund request
T_7GA2IZ5P,C_PXNF7C3D,2025-05-24T20:07:00,Integration,email,medium,23.286690983792564,69.30302605692867,0,0,Suspicious login
T_G1F8YC8G,C_0IQ2FA39,2025-05-17T19:20:00,Feature,email,urgent,4.93945425022031,10.138312096150752,0,1,Invoice mismatch
T_SS8JLTCB,C_HHCMKTLZ,2025-01-15T09:24:00,Billing,phone,medium,4.086418663962037,11.244168690732034,0,0,Refund request
T_N92TP6QA,C_2ZCFZW0L,2025-03-01T00:17:00,Performance,email,urgent,25.694567503172077,30.634289890048215,0,1,Suspicious login
T_KFTCDZ30,C_BBXUX1OX,2025-06-08T09:41:00,Login,email,low,20.84180129198778,36.18058718687183,0,0,App crash
T_7VAAGUZR,C_F8KRD5EQ,2025-04-21T06:39:00,Performance,phone,high,6.846554687559976,10.930470803717398,0,0,Slow dashboard
T_AQ7QHAK7,C_1J6FP8HQ,2025-05-18T02:50:00,Integration,email,low,17.3045647668079,15.780180261712577,0,0,Request export option
T_JSGG0YVG,C_C3C54WSQ,2025-02-19T02:52:00,Performance,phone,medium,3.975646900770972,15.425278546226686,0,0,Refund request
T_5APYX4L4,C_G10UR5L8,2025-02-02T23:04:00,Login,phone,medium,0.9237563759036767,,1,0,Webhook failing
T_M539IY87,C_9CSS9TOQ,2025-03-12T03:43:00,Performance,web,urgent,2.4734772196446837,7.2464868171344445,0,0,Request export option
T_33SICVPD,C_XFGCAQVK,2025-02-12T10:19:00,Billing,email,low,5.778918504763427,10.752768711430862,0,0,App crash
T_B4OWO52W,C_EHE2ATN2,2025-05-29T03:05:00,Billing,email,urgent,1.2175517206181223,5.188652437126282,0,0,Webhook failing
T_VC2GUWJP,C_BEFFLZM7,2025-04-09T14:50:00,Feature,email,urgent,13.388803565790715,,1,1,Slow dashboard
T_K8SXFI3U,C_A100QXMC,2025-06-08T14:11:00,Login,chat,low,5.051878110223873,1.7539406238557096,0,0,Suspicious login
T_Q2BHAIIW,C_DPPQ0Y9D,2025-04-19T11:12:00,Login,chat,low,5.802298929898715,6.662308791822607,0,0,App crash
T_W6M9HKHJ,C_0OXFQ8MY,2025-05-04T23:49:00,Security,phone,urgent,2.994646789169686,11.072806942423442,0,0,Invoice mismatch
T_KI3X7995,C_A8DZR1YX,2025-03-28T17:15:00,Login,chat,low,4.1509871463083385,13.225195902876456,0,0,Webhook failing
T_KFIWKESV,C_MT8VT43P,2025-01-17T03:09:00,Login,chat,medium,5.206599631943076,7.901685658469316,0,0,Invoice mismatch
T_ZZRJO7VB,C_F90KM3TZ,2025-02-23T23:05:00,Security,web,low,8.110499751894952,24.905772289298305,0,0,Slow dashboard
T_BSMQPNRJ,C_1HT7PZE9,2025-02-21T14:55:00,Login,web,medium,22.165758449607686,22.848983849428834,0,0,Invoice mismatch
T_BHHLK3YJ,C_V6OH9SDB,2025-02-15T14:14:00,Bug,email,urgent,14.15877519307276,19.29026772428415,0,1,App crash
T_FOI0RS21,C_E13N3BZT,2025-06-04T04:54:00,Security,phone,low,20.896814002116148,99.8573309747008,0,0,Invoice mismatch
T_7A34MPYO,C_RUJOQW5D,2025-04-29T10:50:00,Billing,phone,medium,1.678341083410328,3.8897845454493103,0,0,Invoice mismatch
T_CNRL8XKG,C_OZJCNS6G,2025-06-26T17:19:00,Bug,email,low,18.189158940229373,27.69248925689706,0,0,Suspicious login
T_6O9EP0O6,C_ADO8E7FL,2025-05-22T05:02:00,Security,web,low,34.22328308004327,41.469888704420605,0,0,Invoice mismatch
T_3VILURQB,C_KEYZ7SRC,2025-02-03T06:19:00,Feature,web,urgent,47.61361553035263,43.277951467017076,0,1,App crash
T_GUO8I5JW,C_ID25OWF7,2025-03-15T20:56:00,Feature,phone,high,2.806005793157145,10.395136684990034,0,0,Slow dashboard
T_JSQCZ0N0,C_EUC1HH5L,2025-06-20T02:44:00,Integration,chat,urgent,2.3851154225357813,6.486462725994493,0,0,Slow dashboard
T_F34GADKT,C_5XYFC4KL,2025-02-19T12:02:00,Billing,phone,low,8.279590958893008,9.895942127864204,0,0,Invoice mismatch
T_XDYPVBNH,C_1J6FP8HQ,2025-02-13T02:42:00,Security,email,high,8.310728913655115,6.341210540977453,0,0,Suspicious login
T_LUGHT7EH,C_Y6B2KNFT,2025-04-06T07:12:00,Billing,email,urgent,6.73155793530707,26.58452392469716,0,1,Webhook failing
T_1R9Z27UJ,C_C3C54WSQ,2025-03-24T05:00:00,Feature,phone,low,7.103419909398746,36.80442061902644,0,0,App crash
T_QS0SZAA1,C_2D54I3QK,2025-06-03T10:40:00,Integration,web,medium,9.709920788039291,4.640795977527089,0,0,Request export option
T_P5EL2B2O,C_RIXA11DP,2025-03-21T07:47:00,Feature,chat,low,4.189598815202952,7.98604685795324,0,0,Invoice mismatch
T_SGWCR8B9,C_GU3OBYGH,2025-03-15T00:14:00,Security,phone,high,5.200060745810838,18.100911539899304,0,0,Webhook failing
T_QWJ2C9OG,C_K4Q5V7C6,2025-02-22T04:05:00,Login,chat,medium,4.8050391222676065,6.086298399731331,0,0,Request export option
T_KURLZH6A,C_NUJJQ9K6,2025-04-19T16:39:00,Integration,web,medium,7.053871443024713,16.319978809518638,0,0,Webhook failing
T_7F1811MZ,C_0T6DVWRB,2025-05-09T23:46:00,Bug,web,urgent,13.720405247814567,25.61715049549684,0,1,Request export option
T_XFV7FIUX,C_2ZCFZW0L,2025-06-26T11:44:00,Billing,web,urgent,4.6444201466136095,,1,1,Suspicious login
